Freq_Hz	Vset_mVpp  Vin_mVrms  Vs_mVrms  Vo_mVrms  mV_div
100	50	17.7	17.38	190.5	50
100	100	35.33	35.04	381.6	50
100	200	70.2	69.6	759.0	100
100	300	105.6	105.3	1144	100
100	400	140.9	139.5	1519	200
100	500	175.9	174.6	1897	200
100	600	210.9	209.6	2274	200
100	700	245.9	244.6	2652	200
100	800	281.7	279.0	3026	500
100	900	317.2	314.4	3413	500
100	1000	352.7	349.9	3792	500

