Freq_Hz	Vset_mVpp  Vin_mVrms  Vs_mVrms  Vo_mVrms  mV_div
100	100	35.3	35.0	71.5	50
100	200	70.2	69.6	142.6	50
100	300	105.7	105.3	215.1	50
100	400	140.6	140.4	286.2	100
100	400	140.8	139.4	286.5	100
100	500	175.9	174.6	358.6	100
100	600	210.9	209.5	429.	100
100	700	246.0	244.7	501.4	100
100	800	280.5	279.3	572.6	100

